CATALOG_KEY,PRO_NOMBRE
9053,EXAMEN MICROSCÓPICO DE SANGRE. CULTIVO Y SENSIBILIDAD
9054,EXAMEN MICROSCÓPICO DE SANGRE. PARASITOLOGÍA
9055,EXAMEN MICROSCÓPICO DE SANGRE. TOXICOLOGÍA
9056,EXAMEN MICROSCÓPICO DE SANGRE. BLOQUE CELULAR Y FROTIS DE PAPANICOLAU
9059,EXAMEN MICROSCÓPICO DE SANGRE. OTRO EXAMEN MICROSCÓPICO
906,EXAMEN MICROSCÓPICO DE MUESTRA DE BAZO Y DE MÉDULA ÓSEA.
9061,EXAMEN MICROSCÓPICO DE MUESTRA DE BAZO Y DE MÉDULA ÓSEA. FROTIS BACTERIANO
9062,EXAMEN MICROSCÓPICO DE MUESTRA DE BAZO Y DE MÉDULA ÓSEA. CULTIVO
9063,EXAMEN MICROSCÓPICO DE MUESTRA DE BAZO Y DE MÉDULA ÓSEA. CULTIVO Y SENSIBILIDAD
9064,EXAMEN MICROSCÓPICO DE MUESTRA DE BAZO Y DE MÉDULA ÓSEA. PARASITOLOGÍA
9065,EXAMEN MICROSCÓPICO DE MUESTRA DE BAZO Y DE MÉDULA ÓSEA. TOXICOLOGÍA
9066,EXAMEN MICROSCÓPICO DE MUESTRA DE BAZO Y DE MÉDULA ÓSEA. BLOQUE CELULAR Y FROTIS DE PAPANICOLAU
9069,EXAMEN MICROSCÓPICO DE MUESTRA DE BAZO Y DE MÉDULA ÓSEA. OTRO EXAMEN MICROSCÓPICO
907,EXAMEN MICROSCÓPICO DE MUESTRA DE NÓDULO LINFÁTICO Y DE LINFA.
9071,EXAMEN MICROSCÓPICO DE MUESTRA DE NÓDULO LINFÁTICO Y DE LINFA. FROTIS BACTERIANO
9072,EXAMEN MICROSCÓPICO DE MUESTRA DE NÓDULO LINFÁTICO Y DE LINFA. CULTIVO
9073,EXAMEN MICROSCÓPICO DE MUESTRA DE NÓDULO LINFÁTICO Y DE LINFA. CULTIVO Y SENSIBILIDAD
9074,EXAMEN MICROSCÓPICO DE MUESTRA DE NÓDULO LINFÁTICO Y DE LINFA. PARASITOLOGÍA
9075,EXAMEN MICROSCÓPICO DE MUESTRA DE NÓDULO LINFÁTICO Y DE LINFA.TOXICOLOGÍA
9076,EXAMEN MICROSCÓPICO DE MUESTRA DE NÓDULO LINFÁTICO Y DE LINFA. BLOQUE CELULAR Y FROTIS DE PAPANICOLAU
9079,EXAMEN MICROSCÓPICO DE MUESTRA DE NÓDULO LINFÁTICO Y DE LINFA. OTRO EXAMEN MICROSCÓPICO
908,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GASROEINTESTINAL SUPERIOR Y DE VÓMITO.
9081,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GASROEINTESTINAL SUPERIOR Y DE VÓMITO. FROTIS BACTERIANO
9082,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GASROEINTESTINAL SUPERIOR Y DE VÓMITO. CULTIVO
9083,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GASROEINTESTINAL SUPERIOR Y DE VÓMITO. CULTIVO Y SENSIBILIDAD
9084,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GASROEINTESTINAL SUPERIOR Y DE VÓMITO. . PARASITOLOGÍA
9085,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GASROEINTESTINAL SUPERIOR Y DE VÓMITO. . TOXICOLOGÍA
9086,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GASROEINTESTINAL SUPERIOR Y DE VÓMITO. BLOQUE CELULAR Y FROTIS DE PAPANICOLAU
9089,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GASROEINTESTINAL SUPERIOR Y DE VÓMITO. OTRO EXAMEN MICROSCÓPICO
909,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GASTROINTESTINAL INFERIOR Y DE DEYECCIONES.
9091,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GASTROINTESTINAL INFERIOR Y DE DEYECCIONES. FROTIS BACTERIANO
9092,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GASTROINTESTINAL INFERIOR Y DE DEYECCIONES. CULTIVO
9093,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GASTROINTESTINAL INFERIOR Y DE DEYECCIONES. CULTIVO Y SENSIBILIDAD
9094,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GASTROINTESTINAL INFERIOR Y DE DEYECCIONES. PARASITOLOGÍA
9095,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GASTROINTESTINAL INFERIOR Y DE DEYECCIONES. TOXICOLOGÍA
9096,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GASTROINTESTINAL INFERIOR Y DE DEYECCIONES. BLOQUE CELULAR Y FROTIS DE PAPANICOLAU
9099,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GASTROINTESTINAL INFERIOR Y DE DEYECCIONES OTRO EXAMEN MICROSCÓPICO
91,EXAMEN MICROSCÓPICO - II
910,"EXAMEN MICROSCÓPICO DE MUESTRA DE HÍGADO, TRACTO BILIAR Y PÁNCREAS"
9101,"EXAMEN MICROSCÓPICO DE MUESTRA DE HÍGADO, TRACTO BILIAR Y PÁNCREAS. FROTIS BACTERIANO"
9102,"EXAMEN MICROSCÓPICO DE MUESTRA DE HÍGADO, TRACTO BILIAR Y PÁNCREAS. CULTIVO"
9103,"EXAMEN MICROSCÓPICO DE MUESTRA DE HÍGADO, TRACTO BILIAR Y PÁNCREAS. CULTIVO Y SENSIBILIDAD"
9104,"EXAMEN MICROSCÓPICO DE MUESTRA DE HÍGADO, TRACTO BILIAR Y PÁNCREAS. PARASITOLOGÍA"
9105,"EXAMEN MICROSCÓPICO DE MUESTRA DE HÍGADO, TRACTO BILIAR Y PÁNCREAS. TOXICOLOGÍA"
9106,"EXAMEN MICROSCÓPICO DE MUESTRA DE HÍGADO, TRACTO BILIAR Y PÁNCREAS. BLOQUE CELULAR Y FROTIS DE PAPANICOLAU"
9109,"EXAMEN MICROSCÓPICO DE MUESTRA DE HÍGADO, TRACTO BILIAR Y PÁNCREAS. OTRO EXEMEN MICROSCÓPICO"
911,EXAMEN MICROSCÓPICO DE MUESTRA PERITONEAL Y RETROPERITONEAL
9111,EXAMEN MICROSCÓPICO DE MUESTRA PERITONEAL Y RETROPERITONEAL. FROTIS BACTERIANO
9112,EXAMEN MICROSCÓPICO DE MUESTRA PERITONEAL Y RETROPERITONEAL. CULTIVO
9113,EXAMEN MICROSCÓPICO DE MUESTRA PERITONEAL Y RETROPERITONEAL. CULTIVO Y SENSIBILIDAD.
9114,EXAMEN MICROSCÓPICO DE MUESTRA PERITONEAL Y RETROPERITONEAL. PARASITOLOGÍA
9115,EXAMEN MICROSCÓPICO DE MUESTRA PERITONEAL Y RETROPERITONEAL. TOXICOLOGÍA
9116,EXAMEN MICROSCÓPICO DE MUESTRA PERITONEAL Y RETROPERITONEAL. BLOQUE CELULAR Y FROTIS DE PAPANICOLAU
9119,EXAMEN MICROSCÓPICO DE MUESTRA PERITONEAL Y RETROPERITONEAL. OTRO EXAMEN MICROSCÓPICO
912,"EXAMEN MICROSCÓPICO DE MUESTRA DE RIÑÓN, URÉTER, TEJIDO PERIRRENAL Y TEJIDO PERIURETRAL"
9121,"EXAMEN MICROSCÓPICO DE MUESTRA DE RIÑÓN, URETER, TEJIDO PERIRRENAL Y TEJIDO PERIURETRAL. FROTIS BACTERIANO"
9122,"EXAMEN MICROSCÓPICO DE MUESTRA DE RIÑÓN, URETER, TEJIDO PERIRRENAL Y TEJIDO PERIURETRAL. CULTIVO"
9123,"EXAMEN MICROSCÓPICO DE MUESTRA DE RIÑÓN, URETER, TEJIDO PERIRRENAL Y TEJIDO PERIURETRAL. CULTIVO Y SENSIBILIDAD"
9124,"EXAMEN MICROSCÓPICO DE MUESTRA DE RIÑÓN, URETER, TEJIDO PERIRRENAL Y TEJIDO PERIURETRAL. PARASITOLOGÍA"
9125,"EXAMEN MICROSCÓPICO DE MUESTRA DE RIÑÓN, URETER, TEJIDO PERIRRENAL Y TEJIDO PERIURETRAL. TOXICOLOGÍA"
9126,"EXAMEN MICROSCÓPICO DE MUESTRA DE RIÑÓN, URETER, TEJIDO PERIRRENAL Y TEJIDO PERIURETRAL. BLOQUE CELULAR Y FROTIS DE PAPANICOLAU"
9129,"EXAMEN MICROSCÓPICO DE MUESTRA DE RIÑÓN, URETER, TEJIDO PERIRRENAL Y TEJIDO PERIURETRAL. OTRO EXAMEN MICROSCÓPICO"
913,"EXAMEN MICROSCÓPICO DE MUESTRA DE VEJIGA, URETRA, PRÓSTATA, VESÍCULA SEMINAL, TEJIDO PERIVESICAL, DE ORINA Y DE SEMEN"
9131,"EXAMEN MICROSCÓPICO DE MUESTRA DE VEJIGA, URETRA, PRÓSTATA, VESÍCULA SEMINAL, TEJIDO PERIVESICAL Y DE ORINA Y DE SEMEN. FROTIS BACTERIANO"
9132,"EXAMEN MICROSCÓPICO DE MUESTRA DE VEJIGA, URETRA, PRÓSTATA, VESÍCULA SEMINAL, TEJIDO PERIVESICAL Y DE ORINA Y DE SEMEN. CULTIVO"
9133,"EXAMEN MICROSCÓPICO DE MUESTRA DE VEJIGA, URETRA, PRÓSTATA, VESÍCULA SEMINAL, TEJIDO PERIVESICAL Y DE ORINA Y DE SEMEN. CULTIVO Y SENSIBILIDAD"
9134,"EXAMEN MICROSCÓPICO DE MUESTRA DE VEJIGA, URETRA, PRÓSTATA, VESÍCULA SEMINAL, TEJIDO PERIVESICAL Y DE ORINA Y DE SEMEN. PARASITOLOGÍA"
9135,"EXAMEN MICROSCÓPICO DE MUESTRA DE VEJIGA, URETRA, PRÓSTATA, VESÍCULA SEMINAL, TEJIDO PERIVESICAL Y DE ORINA Y DE SEMEN. TOXICOLOGÍA"
9136,"EXAMEN MICROSCÓPICO DE MUESTRA DE VEJIGA, URETRA, PRÓSTATA, VESÍCULA SEMINAL, TEJIDO PERIVESICAL Y DE ORINA Y DE SEMEN. BLOQUE CELULAR Y FROTIS BACTERIANO"
9139,"EXAMEN MICROSCÓPICO DE MUESTRA DE VEJIGA, URETRA, PRÓSTATA, VESÍCULA SEMINAL, TEJIDO PERIVESICAL Y DE ORINA Y DE SEMEN. OTRO EXAMEN MICROSCÓPICO"
914,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GENITAL FEMENINO
9141,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GENITAL FEMENINO. FROTIS BACTERIANO
9142,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GENITAL FEMENINO. CULTIVO
9143,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GENITAL FEMENINO. CULTIVO Y SENSIBILIDAD
9144,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GENITAL FEMENINO. PARASITOLOGÍA
9145,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GENITAL FEMENINO. TOXICOLOGÍA
9146,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GENITAL FEMENINO. BLOQUE CELULAR Y FROTIS DE PAPANICOLAU
9149,EXAMEN MICROSCÓPICO DE MUESTRA DE TRACTO GENITAL FEMENINO. OTRO EXAMEN MICROSCÓPICO
915,EXAMEN MICROSCÓPICO DE MUESTRA DE APARATO MUSCULOESQUELÉTICO Y DE LÍQUIDO DE ARTICULACIONES
9151,EXAMEN MICROSCÓPICO DE MUESTRA DE APARATO MUSCULOESQUELÉTICO Y DE LÍQUIDO DE ARTICULACIONES. FROTIS BACTERIANO
9152,EXAMEN MICROSCÓPICO DE MUESTRA DE APARATO MUSCULOESQUELÉTICO Y DE LÍQUIDO DE ARTICULACIONES. CULTIVO
9153,EXAMEN MICROSCÓPICO DE MUESTRA DE APARATO MUSCULOESQUELÉTICO Y DE LÍQUIDO DE ARTICULACIONES. CUTLIVO Y SENSIBILIDAD
9154,EXAMEN MICROSCÓPICO DE MUESTRA DE APARATO MUSCULOESQUELÉTICO Y DE LÍQUIDO DE ARTICULACIONES. PARASITOLOGÍA
9155,EXAMEN MICROSCÓPICO DE MUESTRA DE APARATO MUSCULOESQUELÉTICO Y DE LÍQUIDO DE ARTICULACIONES. TOXICOLOGÍA
9156,EXAMEN MICROSCÓPICO DE MUESTRA DE APARATO MUSCULOESQUELÉTICO Y DE LÍQUIDO DE ARTICULACIONES. BLOQUE CELULAR Y FROTIS DE PAPANICOLAU
9159,EXAMEN MICROSCÓPICO DE MUESTRA DE APARATO MUSCULOESQUELÉTICO Y DE LÍQUIDO DE ARTICULACIONES. OTRO EXAMEN MICROSCÓPICO
916,EXAMEN MICROSCÓPICO DE MUESTRA DE PIEL Y DE OTRO TEGUMENTO.
9161,EXAMEN MICROSCÓPICO DE MUESTRA DE PIEL Y DE OTRO TEGUMENTO. FROTIS BACTERIANO
9162,EXAMEN MICROSCÓPICO DE MUESTRA DE PIEL Y DE OTRO TEGUMENTO. CULTIVO
9163,EXAMEN MICROSCÓPICO DE MUESTRA DE PIEL Y DE OTRO TEGUMENTO. CULTIVO Y SENSIBILIDAD
9164,EXAMEN MICROSCÓPICO DE MUESTRA DE PIEL Y DE OTRO TEGUMENTO. PARASITOLOGÍA
9165,EXAMEN MICROSCÓPICO DE MUESTRA DE PIEL Y DE OTRO TEGUMENTO. TOXICOLOGÍA
9166,EXAMEN MICROSCÓPICO DE MUESTRA DE PIEL Y DE OTRO TEGUMENTO. BLOQUE CELULAR Y FROTIS DE PAPANICOLAU
9169,EXAMEN MICROSCÓPICO DE MUESTRA DE PIEL Y DE OTRO TEGUMENTO. OTRO EXAMEN MICROSCÓPICO
917,EXAMEN MICROSCÓPICO DE MUESTRA DE HERIDA OPERATORIA
9171,EXAMEN MICROSCÓPICO DE MUESTRA DE HERIDA OPERATORIA. FROTIS BACTERIANO
9172,EXAMEN MICROSCÓPICO DE MUESTRA DE HERIDA OPERATORIA. CULTIVO
9173,EXAMEN MICROSCÓPICO DE MUESTRA DE HERIDA OPERATORIA. CULTIVO Y SENSIBILIDAD
9174,EXAMEN MICROSCÓPICO DE MUESTRA DE HERIDA OPERATORIA. PARASITOLOGÍA
9175,EXAMEN MICROSCÓPICO DE MUESTRA DE HERIDA OPERATORIA. TOXICOLOGÍA
9176,EXAMEN MICROSCÓPICO DE MUESTRA DE HERIDA OPERATORIA. BLOQUE CELULAR Y FROTIS DE PAPANICOLAU
9179,EXAMEN MICROSCÓPICO DE MUESTRA DE HERIDA OPERATORIA. OTRO EXAMEN MICROSCÓPICO
918,EXAMEN MICROSCÓPICO DE MUESTRA DE OTRO SITIO
9181,EXAMEN MICROSCÓPICO DE MUESTRA DE OTRO SITIO. FROTIS BACTERINAO
9182,EXAMEN MICROSCÓPICO DE MUESTRA DE OTRO SITIO. CULTIVO
9183,EXAMEN MICROSCÓPICO DE MUESTRA DE OTRO SITIO. CULTIVO Y SENSIBILIDAD
9184,EXAMEN MICROSCÓPICO DE MUESTRA DE OTRO SITIO. PARASITOLOGÍA
9185,EXAMEN MICROSCÓPICO DE MUESTRA DE OTRO SITIO. TOXICOLOGÍA
9186,EXAMEN MICROSCÓPICO DE MUESTRA DE OTRO SITIO. BLOQUE CELULAR Y FROTIS DE PAPANICOLAU
9189,EXAMEN MICROSCÓPICO DE MUESTRA DE OTRO SITIO. OTRO EXAMEN MICROSCÓPICO
919,EXAMEN MICROSCÓPICO DE MUESTRA DE SITIO NO ESPECIFICADO
9191,EXAMEN MICROSCÓPICO DE MUESTRA DE SITIO NO ESPECIFICADO. FROTIS BACTERIANO
9192,EXAMEN MICROSCÓPICO DE MUESTRA DE SITIO NO ESPECIFICADO. CULTIVO
9193,EXAMEN MICROSCÓPICO DE MUESTRA DE SITIO NO ESPECIFICADO. CULTIVO Y SENSIBILIDAD
9194,EXAMEN MICROSCÓPICO DE MUESTRA DE SITIO NO ESPECIFICADO. PARASITOLOGÍA
9195,EXAMEN MICROSCÓPICO DE MUESTRA DE SITIO NO ESPECIFICADO. TOXICOLOGÍA
9196,EXAMEN MICROSCÓPICO DE MUESTRA DE SITIO NO ESPECIFICADO. BLOQUE CELULAR Y FROTIS DE PAPANICOLAU
9199,EXAMEN MICROSCÓPICO DE MUESTRA DE SITIO NO ESPECIFICADO. OTRO EXAMEN MICROSCÓPICO
92,MEDICINA NUCLEAR
920,GAMMAGRAFÍA Y ESTUDIOS ISOTÓPICOS FUNCIONALES
9201,GAMMAGRAFÍA Y ESTUDIOS RADIOISÓTOPOS FUNCIONALES DEL TIROIDES
9202,GAMMAGRAFÍA Y ESTUDIO ISOTÓPICO FUNCIONAL DEL HÍGADO
9203,GAMMAGRAFÍA Y ESTUDIO ISOTÓPICO FUNCIONAL DEL RIÑÓN
9204,GAMMAGRAFÍA Y ESTUDIO ISOTÓPICO FUNCIONAL DEL TRACTO GASTROINTESTINAL
9205,GAMMAGRAFÍA Y ESTUDIO ISOTÓPICO FUNCIONAL DEL APARATO CARDIOVASCULAR Y SISTEMA HEMATOPOYÉTICO
9209,OTROS ESTUDIOS RADIOISOTÓPICOS FUNCIONALES
921,OTRAS GAMMAGRAFÍAS
9211,GAMMAGRAFÍA DEL CEREBRO
9212,GAMMAGRAFÍA DE OTRAS ESTRUCTURAS DE LA CABEZA
9213,GAMMAGRAFÍA DE LAS GLÁNDULAS PARATIROIDES
9214,GAMMAGRAFÍA ÓSEA
9215,GAMMAGRAFÍA DEL PULMÓN
9216,GAMMAGRAFÍA DEL SISTEMA LINFÁTICO
9217,GAMMAGRAFÍA DE LA PLACENTA
9218,GAMMAGRAFÍA DEL CUERPO ENTERO
9219,GAMMAGRAFÍA DE OTRAS LOCALIZACIONES
922,RADIOTERAPIA Y MEDICINA NUCLEAR
9220,INFUSIÓN DE RADIOISÓTOPO LÍQUIDO PARA BRAQUITERAPIA
9221,RADIOTERAPIA SUPERFICIAL
9222,RADIOTERAPIA CON ORTOVOLTAGE
9223,TELERRADIOTERAPIA CON RADIOISÓTOPOS
9224,TELERRADIOTERAPIA CON PROTONES
9225,TELERRADIOTERAPIA CON ELECTRONES
9226,TELERRADIOTERAPIA CON OTRAS PARTÍCULAS
9227,IMPLANTACIÓN O INSERCIÓN DE ELEMENTOS RADIOACTIVOS
9228,INYECCIÓN O INSTILACIÓN DE RADIOISÓTOPOS
9229,OTROS PROCEDIMIENTOS RADIOTERÁPICOS
923,RADIOCIRUGÍA ESTEREOTÁXICA
9230,"RADIOCIRUGÍA ESTEREOTÁXICA, NO ESPECIFICADA DE OTRA MANERA"
9231,RADIOCIRUGÍA DE FUENTE ÚNICA DE FOTONES
9232,RADIOCIRUGÍA DE MÚLTIPLES FUENTES DE FOTONES
9233,RADIOCIRUGÍA DE PARTÍCULAS
9239,"RADIOCIRUGÍA ESTEREOTÁXICA, NO CLASIFICADA BAJO OTROS CONCEPTOS"
924,PROCEDIMIENTOS INTRA-OPERATORIOS DE RADIACIÓN
9241,PROCEDIMIENTOS INTRA-OPERATORIOS CON ELECTRONES
93,MEDICINA FÍSICA Y REHABILITACIÓN Y PROCEDIMIENTOS RELACIONADOS
930,DIAGNÓSTICO EN MEDICINA FÍSICA Y REHABILITACIÓN
9301,EVALUACIÓN FUNCIONAL
9302,EVALUACIÓN ORTÉSICA
9303,EVALUACIÓN PROTÉSICA
9304,PRUEBAS MANUALES DE FUNCIÓN MUSCULAR: (BALANCE MUSCULAR).
9305,PRUEBAS DE AMPLITUD DE MOVIMIENTO: (BALANCE ARTICULAR).
9306,MEDICIÓN DE LONGITUD DE EXTREMIDADES
9307,MEDICIONES CORPORALES
9308,ELECTROMIOGRAFÍA
9309,OTRO PROCEDIMIENTO DIAGNÓSTICOS EN MEDICINA FÍSICA
931,EJECICIOS DE FISIOTERAPIA
9311,EJERCICIO ASISTIDO
9312,OTRO EJERCICIO ACTIVO MUSCULOESQUELÉTICO
9313,EJERCICIO RESISTIDOS
9314,ENTRENAMIENTO EN MOVIMIENTOS DE ARTICULACIONES
9315,MOVILIZACIÓN DE COLUMNA
9316,MOVILIZACIÓN DE OTRAS ARTICULACIONES
9317,OTRO EJERCICIO PASIVO MUSCULOESQUELÉTICO
9318,EJERCICIO RESPIRATORIO
9319,"EJERCICIO, NO CLASIFICADO BAJO OTRO CONCEPTO"
932,OTRA MANIPULACIÓN MUSCULOESQUELÉTICA EN MEDICINA FÍSICA Y REHABILITACIÓN
9321,TRACCIÓN MANUAL Y MECÁNICA
9322,MARCHA Y ENTRENAMIENTO DE LA MARCHA
9323,ADAPTACIÓN DE DISPOSITIVO ORTÉSICO
9324,ENTRENAMIENTO EN EL USO DE DISPOSITIVO ORTÉSICO Y PROTÉSICO
9325,EXTENSIÓN FORZADA DE MIEMBRO
9326,LIBERACIÓN MANUAL DE ADHERENCIAS ARTICULARES
9327,ESTIRAMIENTO DE MÚSCULO O TENDÓN
9328,ESTIRAMIENTO DE FASCIA
9329,OTRA CORRECCIÓN FORZADA DE EXTREMIDAD
933,OTROS PROCEDIMIENTOS TERAPÉUTICOS DE FISIOTERAPIA
9331,EJERCICIO ASISTIDO EN PISCINA
9332,TRATAMIENTO EN BAÑO DE REMOLINO
9333,OTRA HIDROTERAPIA
9334,DIATERMIA
9335,OTRA TERAPIA TÉRMICA
9336,REENTRENAMIENTO CARDIACO
9337,ENTRENAMIENTO PRENATAL
9338,FISIOTERAPIA COMBINADA SIN MENCIÓN DE LOS COMPONENTES
9339,OTRA FISIOTERAPIA
934,TRACCIÓN ESQUELÉTICO Y OTRA TRACCIÓN
9341,TRACCIÓN ESPINAL CON EMPLEO DE DISPOSITIVO CRANEAL
9342,OTRA TRACCIÓN ESPINAL
9343,TRACCIÓN ESQUELÉTICA INTERMITENTE
9344,OTRA TRACCIÓN ESQUELÉTICA
9345,TRACCIÓN DE FÉRULA DE THOMAS
9346,OTRA TRACCIÓN CUTÁNEA DE MIEMBROS
935,"OTRA INMOVILIZACIÓN, PRESIÓN Y CUIDADO DE HERIDA"
935A,COLOCACIÓN DE BOMBA DE VACÍO (VAC)
935B,EXTRACCIÓN DE BOMBA DE VACÍO (VAC)
9351,APLICACIÓN DE VENDAJE ENYESADO
9352,APLICACIÓN DE SOPORTE CERVICAL
9353,APLICACIÓN DE OTRA ESCAYOLA
9354,APLICACIÓN DE FÉRULA
9355,ALAMBRE DENTAL
9356,APLICACIÓN DE VENDAJE DE PRESIÓN
9357,APLICACIÓN DE OTRO VENDAJE DE HERIDA
9358,APLICACIÓN DE PANTALONES DE PRESIÓN
9359,"OTRA INMOVILIZACIÓN, PRESIÓN Y CUIDADO DE HERIDA"
936,TRATAMIENTO MANIPULATIVO OSTEOPÁTICO
9361,TRATAMIENTO MANIPULATIVO OSTEOPÁTICO PARA MOVILIZACIÓN GENERAL
9362,MANIPULACIÓN OSTEOPÁTICA DE MOVIMIENTO RÁPIDO Y BAJA AMPLITUD DE FUERZA
9363,MANIPULAIÓN OSTEOPÁTICA DE MOVIMIENTO LENTO Y GRAN AMPLITUD DE FUERZA
9364,TRATAMIENTO MANIPULATIVO OSTEOPÁTICO CON EMPLEO DE FUERZAS ISOTÓNICAS E ISOMÉTRICAS
9365,TRATAMIENTO MANIPULATIVO OSTEOPÁTICO CON EMPLEO DE FUERZAS INDIRECTAS
9366,TRATAMIENTO MANIPULATIVO OSTEOPÁTICO PARA DESPLAZAR LÍQUIDO DE TEJIDOS
9367,OTRO TRATAMIENTO MANIPULATIVO OSTEOPÁTICO ESPECIFICADO
937,REHABILITACIÓN DEL HABLA Y DE LECTURA Y REHABILITACIÓN DE CIEGOS
9371,ADIESTRAMIENTO DE DISLÉXICOS
9372,ADIESTRAMIENTO DE DISFÁSICOS
9373,ADIESTRAMIENTO EN EL HABLA ESOFÁGICA
9374,ADIESTRAMIENTO PARA CORREGIR DEFECTOS DEL HABLA
9375,OTRO ADIESTRAMIENTO Y TERAPIA DEL HABLA
9376,ADIESTRAMIENTO EN EMPLEO DE PERRO LAZARILLO PARA CIEGOS
9377,EDUCACIÓN EN ESCRITURA BRAILLE O MON
9378,OTRA REHABILITACIÓN PARA CIEGOS
938,OTRA TERAPIA DE REHABILITACIÓN
9381,TERAPIA RECREATIVA
9382,TERAPIA EDUCATIVA
9383,TERAPIA OCUPACIONAL
9384,MUSICOTERAPIA
9385,REHABILITACIÓN VOCACIONAL
9389,"REHABILITACIÓN, NO CLASIFICADA BAJO OTRO CONCEPTO"
939,TERAPIA RESPIRATORIA
9390,VENTILACIÓN MECÁNICA NO INVASIVA
9391,RESPIRACIÓN DE PRESIÓN POSITIVA INTERMITENTE [RPPI]
9393,MÉTODOS DE RESUSCITACIÓN NO MECÁNICOS
9394,MEDICACIÓN RESPIRATORIA ADMINISTRADA MEDIANTE NEBULIZADOR
9395,OXIGENACIÓN HIPERBÁRICA
9396,OTRO ENRIQUECIMIENTO POR OXÍGENO
9397,CÁMARA DE DESCOMPRESIÓN
9398,OTRO CONTROL DE PRESIÓN Y COMPOSICIÓN ATMOSFÉRICAS
9399,OTROS PROCEDIMIENTOS RESPIRATORIOS
94,PROCEDIMIENTOS RELACIONADOS CON LA PSIQUE
940,EVALUACIÓN Y PRUEBAS PSICOLÓGICAS
9401,ADMINISTRACIÓN DE PRUEBA DE INTELIGENCIA
9402,ADIMINISTRACIÓN DE PRUEBA PSICOLÓGICA
9403,ANÁLISIS DE CARÁCTER
9408,OTRAS PRUEBAS Y EVALUACIÓN PSICOLÓGICAS
9409,"DETERMINACIÓN DE ESTADO MENTAL PSICOLÓGICO, NO ESPECIFICADA DE OTRA MANERA"
941,"ENTREVISTAS, CONSULTAS Y EVALUACIONES PSIQUIÁTRICAS"
9411,DETERMINACIÓN DE ESTADO MENTAL PSIQUIÁTRICO
9412,"CONSULTA PSIQUIÁTRICA RUTINARIA, NO ESPECIFICADA DE OTRA MANERA"
9413,EVALUACIÓN PSIQUIÁTRICA PARA INTERNAMIENTO
9419,OTRA ENTREVISTA Y EVALUACIÓN PSIQUIÁTRICAS
942,SOMATOTERAPIA PSIQUIÁTRICA
9421,NARCOANÁLISIS
9422,TERAPIA DE LITIO
9423,TERAPIA NEUROLÉPTICA
9424,TERAPIA DE SHOCK QUÍMICO
9425,OTRA TERAPIA PSIQUIÁTRICA CON FÁRMACOS
9426,TERAPIA DE ELECTROSHOCK SUBCONVULSIVO
9427,OTRA TERAPIA DE ELECTROSHOCK
9429,OTRA SOMATOTERAPIA PSIQUIÁTRICA
943,PSICOTERAPIA INDIVIDUAL
9431,PSICOANÁLISIS
9432,HIPNOTERAPIA
9433,TERAPIA DE COMPORTAMIENTO
9434,TERAPIA INDIVIDUAL PARA DISFUNCIÓN PSICOSEXUAL
9435,INTERVENCIÓN EN CRISIS
9436,PSICOTERAPIA DE JUEGO
9437,PSICOTERAPIA VERBAL EXPLORATORIA
9438,PSICOTERAPIA VERBAL DE APOYO
9439,OTRA PSICOTERAPIA INDIVIDUAL
944,OTRA PSICOTERAPIA Y ASESORAMIENTO
9441,TERAPIA DE GRUPO PARA DISFUNCIÓN PSICOSEXUAL
9442,TERAPIA FAMILIAR
9443,PSICODRAMA
9444,OTRA TERAPIA DE GRUPO
9445,ASESORAMIENTO SOBRE TOXICOMANÍA
9446,ASESORAMIENTO SOBRE ALCOHOLISMO
9449,OTRO ASESORAMIENTO
945,REMITIR (AL PACIENTE) HACIA REHABILITACIÓN PSICOLÓGICA
9451,REMITIR AL PACIENTE HACIA PSICOTERAPIA
9452,REMITIR AL PACIENTE HACIA CUIDADOS PSIQUIÁTRICOS POST-TRATAMIENTO
9453,REMITIR AL PACIENTE HACIA REHABILITACIÓN DE ALCOHOLISMO
9454,REMITIR AL PACIENTE HACIA RAHABILITACIÓN DE TOXICOMANÍA
